SKU,Description,Extended Descriptions,Department,Category,MSRP,Supplier,SupplierCost,Reordernumber,Default Price,Default Cost,Size,Color,Team,Syncode 1 (Product Line),Barcode Number,Style,League,Series/Sport,Royalty Class,Season,Driver/Player Marks,Car/Player #,Sponsor,Year,Event/Program Marks,Owner,NTP Code,Royalty Code,Brand,Country Origin,Royalty Free,ParentLocation,ImportToAllLocations,BarcodeType,Taxable,ImportCompleted,SpecialInstructions,LocationKey,TaxGroup,ReplyTo
,HOOD 60TH GIANTS LOGO,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,L,BLK,San Francisco Giants,Inherited,13987,HOOD 60TH GIANTS LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD BRIDGE CITY NAME SF,,MENS,SS TEES,$49.00 ,NoSupplier,$21.00 ,GRA,$49.00 ,$21.00 ,XXXL,BLK,San Francisco Giants,Inherited,440,HOOD BRIDGE CITY NAME SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MAYS HOOD AWAY TEAM ORBK,,MENS,SS TEES,$79.00 ,NoSupplier,$33.75 ,MIT,$79.00 ,$33.75 ,XXL,ORBK,San Francisco Giants,Inherited,5553,MAYS HOOD AWAY TEAM ORBK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD NORCAL STADIUM BEAR F/Z,,MENS,SS TEES,$49.99 ,NoSupplier,$27.50 ,NHS,$49.99 ,$27.50 ,XXL,CHAR,San Francisco Giants,Inherited,5551,HOOD NORCAL STADIUM BEAR F/Z,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE FIREWALL 1/2 ZIP,,MENS,SS TEES,$139.00 ,NoSupplier,$57.50 ,TB,$139.00 ,$57.50 ,XL,CHAR,San Francisco Giants,Inherited,14025,FLEECE FIREWALL 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE EVOLVE SF,,MENS,SS TEES,$59.00 ,NoSupplier,$23.02 ,BNR,$59.00 ,$23.02 ,M,GREY,San Francisco Giants,Inherited,18522,FLEECE EVOLVE SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW ARCH SAN FRANCISCO,,MENS,SS TEES,$49.00 ,NoSupplier,$21.00 ,GRA,$49.00 ,$21.00 ,XXXL,THUNDER,San Francisco Giants,Inherited,16967,CREW ARCH SAN FRANCISCO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE EVOLVE SF,,MENS,SS TEES,$59.00 ,NoSupplier,$23.02 ,BNR,$59.00 ,$23.02 ,L,GREY,San Francisco Giants,Inherited,43037,FLEECE EVOLVE SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW SF HOME ALT BLK,,MENS,SS TEES,$49.00 ,NoSupplier,$21.00 ,GRA,$49.00 ,$21.00 ,XXXL,BLK,San Francisco Giants,Inherited,14818,CREW SF HOME ALT BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD SKULL,,MENS,SS TEES,$21.99 ,NoSupplier,$20.00 ,GRA,$21.99 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,10877,MET HOOD SKULL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD 60TH ANNIV LOGO,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,XL,BLK,San Francisco Giants,Inherited,301137,HOOD 60TH ANNIV LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD NORCAL STADIUM BEAR F/Z,,MENS,SS TEES,$49.99 ,NoSupplier,$27.50 ,NHS,$49.99 ,$27.50 ,M,CHAR,San Francisco Giants,Inherited,302281,HOOD NORCAL STADIUM BEAR F/Z,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW CLASSIC SF,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,S,GRAPHITE,San Francisco Giants,Inherited,32499,CREW CLASSIC SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD 60TH ANNIV LOGO,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,XXL,BLK,San Francisco Giants,Inherited,305685,HOOD 60TH ANNIV LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD WINGS,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,14097,MET HOOD WINGS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD NORCAL STADIUM BEAR F/Z,,MENS,SS TEES,$49.99 ,NoSupplier,$27.50 ,NHS,$49.99 ,$27.50 ,S,CHAR,San Francisco Giants,Inherited,16988,HOOD NORCAL STADIUM BEAR F/Z,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD 60TH GIANTS LOGO,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,XL,BLK,San Francisco Giants,Inherited,14883,HOOD 60TH GIANTS LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD BAND,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,XXL,BLK,San Francisco Giants,Inherited,33815,MET HOOD BAND,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD 60TH ANNIV LOGO,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,27484,HOOD 60TH ANNIV LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW LEVI SF UPDATE,,MENS,SS TEES,$78.00 ,NoSupplier,$31.50 ,LEV,$78.00 ,$31.50 ,S,GREY,San Francisco Giants,Inherited,302183,CREW LEVI SF UPDATE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PULLOVER DRY SF 1/4 ZIP,,MENS,SS TEES,$99.00 ,NoSupplier,$39.00 ,NIKG,$99.00 ,$39.00 ,M,BLK,San Francisco Giants,Inherited,302282,PULLOVER DRY SF 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE BEN TERRY 1/2 ZIP,,MENS,SS TEES,$74.99 ,NoSupplier,$57.50 ,TB,$74.99 ,$57.50 ,L,BLK,San Francisco Giants,Inherited,32507,FLEECE BEN TERRY 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE BEN TERRY 1/2 ZIP,,MENS,SS TEES,$74.99 ,NoSupplier,$57.50 ,TB,$74.99 ,$57.50 ,XL,BLK,San Francisco Giants,Inherited,32512,FLEECE BEN TERRY 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MAYS HOOD AWAY TEAM ORBK,,MENS,SS TEES,$79.00 ,NoSupplier,$33.75 ,MIT,$79.00 ,$33.75 ,M,ORBK,San Francisco Giants,Inherited,27483,MAYS HOOD AWAY TEAM ORBK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE FIREWALL 1/2 ZIP,,MENS,SS TEES,$139.00 ,NoSupplier,$57.50 ,TB,$139.00 ,$57.50 ,L,CHAR,San Francisco Giants,Inherited,307558,FLEECE FIREWALL 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE FIREWALL 1/2 ZIP,,MENS,SS TEES,$139.00 ,NoSupplier,$57.50 ,TB,$139.00 ,$57.50 ,XXL,CHAR,San Francisco Giants,Inherited,302182,FLEECE FIREWALL 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD UA NOVELTY,,MENS,SS TEES,$89.00 ,NoSupplier,$34.00 ,GEA,$89.00 ,$34.00 ,S,BLK,San Francisco Giants,Inherited,300915,HOOD UA NOVELTY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MAYS HOOD AWAY TEAM ORBK,,MENS,SS TEES,$79.00 ,NoSupplier,$33.75 ,MIT,$79.00 ,$33.75 ,S,ORBK,San Francisco Giants,Inherited,1497,MAYS HOOD AWAY TEAM ORBK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD RANGE SF,,MENS,SS TEES,$99.00 ,NoSupplier,$41.12 ,NIKG,$99.00 ,$41.12 ,M,HEA,San Francisco Giants,Inherited,32516,HOOD RANGE SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD RANGE SF,,MENS,SS TEES,$99.00 ,NoSupplier,$41.12 ,NIKG,$99.00 ,$41.12 ,XXL,HEA,San Francisco Giants,Inherited,305683,HOOD RANGE SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE BEN TERRY 1/2 ZIP,,MENS,SS TEES,$74.99 ,NoSupplier,$57.50 ,TB,$74.99 ,$57.50 ,XXL,BLK,San Francisco Giants,Inherited,300937,FLEECE BEN TERRY 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PULLOVER JACKSON 1/2 ZIP SF,,MENS,SS TEES,$79.00 ,NoSupplier,$31.36 ,CB,$79.00 ,$31.36 ,M,BLK,San Francisco Giants,Inherited,13988,PULLOVER JACKSON 1/2 ZIP SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD BAND,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,S,BLK,San Francisco Giants,Inherited,14605,MET HOOD BAND,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD BAT BALL,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,S,BLK,San Francisco Giants,Inherited,18666,MET HOOD BAT BALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD WINGS,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,S,BLK,San Francisco Giants,Inherited,14027,MET HOOD WINGS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW LEVI SF UPDATE,,MENS,SS TEES,$78.00 ,NoSupplier,$31.50 ,LEV,$78.00 ,$31.50 ,M,GREY,San Francisco Giants,Inherited,16995,CREW LEVI SF UPDATE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD RANGE SF,,MENS,SS TEES,$99.00 ,NoSupplier,$41.12 ,NIKG,$99.00 ,$41.12 ,XXL,BLK,San Francisco Giants,Inherited,14036,HOOD RANGE SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE FIREWALL 1/2 ZIP,,MENS,SS TEES,$139.00 ,NoSupplier,$57.50 ,TB,$139.00 ,$57.50 ,M,CHAR,San Francisco Giants,Inherited,9288,FLEECE FIREWALL 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD THRASHER FRONT,,MENS,SS TEES,$54.99 ,NoSupplier,$30.00 ,BNR,$54.99 ,$30.00 ,XL,BLK,San Francisco Giants,Inherited,307560,HOOD THRASHER FRONT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,CREW CLASSIC SF,,MENS,SS TEES,$29.99 ,NoSupplier,$20.00 ,GRA,$29.99 ,$20.00 ,M,GRAPHITE,San Francisco Giants,Inherited,32520,CREW CLASSIC SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD BAND,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,6043,MET HOOD BAND,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET HOOD BAT BALL,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,18738,MET HOOD BAT BALL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE FIREWALL 1/2 ZIP,,MENS,SS TEES,$139.00 ,NoSupplier,$57.50 ,TB,$139.00 ,$57.50 ,S,CHAR,San Francisco Giants,Inherited,14079,FLEECE FIREWALL 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE KODIAK SF,,MENS,SS TEES,$75.00 ,NoSupplier,$29.30 ,BNR,$75.00 ,$29.30 ,S,CREME,San Francisco Giants,Inherited,18740,FLEECE KODIAK SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE KODIAK SF,,MENS,SS TEES,$75.00 ,NoSupplier,$29.30 ,BNR,$75.00 ,$29.30 ,M,CREME,San Francisco Giants,Inherited,17065,FLEECE KODIAK SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE KODIAK SF,,MENS,SS TEES,$75.00 ,NoSupplier,$29.30 ,BNR,$75.00 ,$29.30 ,L,CREME,San Francisco Giants,Inherited,18667,FLEECE KODIAK SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE KODIAK SF,,MENS,SS TEES,$75.00 ,NoSupplier,$29.30 ,BNR,$75.00 ,$29.30 ,XL,CREME,San Francisco Giants,Inherited,14390,FLEECE KODIAK SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE KODIAK SF,,MENS,SS TEES,$75.00 ,NoSupplier,$29.30 ,BNR,$75.00 ,$29.30 ,XXL,CREME,San Francisco Giants,Inherited,16495,FLEECE KODIAK SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE RELAY SF,,MENS,SS TEES,$69.00 ,NoSupplier,$27.20 ,BNR,$69.00 ,$27.20 ,S,BLK,San Francisco Giants,Inherited,14532,FLEECE RELAY SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE RELAY SF,,MENS,SS TEES,$69.00 ,NoSupplier,$27.20 ,BNR,$69.00 ,$27.20 ,M,BLK,San Francisco Giants,Inherited,17037,FLEECE RELAY SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE RELAY SF,,MENS,SS TEES,$69.00 ,NoSupplier,$27.20 ,BNR,$69.00 ,$27.20 ,L,BLK,San Francisco Giants,Inherited,14104,FLEECE RELAY SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE RELAY SF,,MENS,SS TEES,$69.00 ,NoSupplier,$27.20 ,BNR,$69.00 ,$27.20 ,XL,BLK,San Francisco Giants,Inherited,18739,FLEECE RELAY SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE RELAY SF,,MENS,SS TEES,$69.00 ,NoSupplier,$27.20 ,BNR,$69.00 ,$27.20 ,XXL,BLK,San Francisco Giants,Inherited,32503,FLEECE RELAY SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD SPLASH BALL LOGO,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,S,BLK,San Francisco Giants,Inherited,300936,HOOD SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD SPLASH BALL LOGO,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,M,BLK,San Francisco Giants,Inherited,17039,HOOD SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD SPLASH BALL LOGO,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,L,BLK,San Francisco Giants,Inherited,14099,HOOD SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD SPLASH BALL LOGO,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,XL,BLK,San Francisco Giants,Inherited,17304,HOOD SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD SPLASH BALL LOGO,,MENS,SS TEES,$49.00 ,NoSupplier,$20.00 ,GRA,$49.00 ,$20.00 ,XXL,BLK,San Francisco Giants,Inherited,18665,HOOD SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE POWER PLAY H/Z PULLOVER,,MENS,SS TEES,$99.00 ,NoSupplier,$38.25 ,GTH,$99.00 ,$38.25 ,S,BLK,San Francisco Giants,Inherited,16985,FLEECE POWER PLAY H/Z PULLOVER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE POWER PLAY H/Z PULLOVER,,MENS,SS TEES,$99.00 ,NoSupplier,$38.25 ,GTH,$99.00 ,$38.25 ,M,BLK,San Francisco Giants,Inherited,302251,FLEECE POWER PLAY H/Z PULLOVER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE POWER PLAY H/Z PULLOVER,,MENS,SS TEES,$99.00 ,NoSupplier,$38.25 ,GTH,$99.00 ,$38.25 ,L,BLK,San Francisco Giants,Inherited,16321,FLEECE POWER PLAY H/Z PULLOVER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE POWER PLAY H/Z PULLOVER,,MENS,SS TEES,$99.00 ,NoSupplier,$38.25 ,GTH,$99.00 ,$38.25 ,XL,BLK,San Francisco Giants,Inherited,12721,FLEECE POWER PLAY H/Z PULLOVER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,FLEECE POWER PLAY H/Z PULLOVER,,MENS,SS TEES,$99.00 ,NoSupplier,$38.25 ,GTH,$99.00 ,$38.25 ,XXL,BLK,San Francisco Giants,Inherited,10314,FLEECE POWER PLAY H/Z PULLOVER,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC PLAYERS HOOD,,MENS,SS TEES,$89.00 ,NoSupplier,$36.00 ,MAJ,$89.00 ,$36.00 ,S,BLK,San Francisco Giants,Inherited,305657,HOOD AC PLAYERS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC PLAYERS HOOD,,MENS,SS TEES,$89.00 ,NoSupplier,$36.00 ,MAJ,$89.00 ,$36.00 ,M,BLK,San Francisco Giants,Inherited,302265,HOOD AC PLAYERS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC PLAYERS HOOD,,MENS,SS TEES,$89.00 ,NoSupplier,$36.00 ,MAJ,$89.00 ,$36.00 ,L,BLK,San Francisco Giants,Inherited,300905,HOOD AC PLAYERS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC PLAYERS HOOD,,MENS,SS TEES,$89.00 ,NoSupplier,$36.00 ,MAJ,$89.00 ,$36.00 ,XL,BLK,San Francisco Giants,Inherited,32436,HOOD AC PLAYERS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC PLAYERS HOOD,,MENS,SS TEES,$89.00 ,NoSupplier,$36.00 ,MAJ,$89.00 ,$36.00 ,XXL,BLK,San Francisco Giants,Inherited,300935,HOOD AC PLAYERS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC SHORT SLEEVE,,MENS,SS TEES,$59.00 ,NoSupplier,$22.50 ,MAJ,$59.00 ,$22.50 ,S,GRBK,San Francisco Giants,Inherited,17038,HOOD AC SHORT SLEEVE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC SHORT SLEEVE,,MENS,SS TEES,$59.00 ,NoSupplier,$22.50 ,MAJ,$59.00 ,$22.50 ,M,GRBK,San Francisco Giants,Inherited,9274,HOOD AC SHORT SLEEVE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC SHORT SLEEVE,,MENS,SS TEES,$59.00 ,NoSupplier,$22.50 ,MAJ,$59.00 ,$22.50 ,L,GRBK,San Francisco Giants,Inherited,45671,HOOD AC SHORT SLEEVE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC SHORT SLEEVE,,MENS,SS TEES,$59.00 ,NoSupplier,$22.50 ,MAJ,$59.00 ,$22.50 ,XL,GRBK,San Francisco Giants,Inherited,300639,HOOD AC SHORT SLEEVE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD AC SHORT SLEEVE,,MENS,SS TEES,$59.00 ,NoSupplier,$22.50 ,MAJ,$59.00 ,$22.50 ,XXL,GRBK,San Francisco Giants,Inherited,15121,HOOD AC SHORT SLEEVE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,S,BKGR,San Francisco Giants,Inherited,1765,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,M,BKGR,San Francisco Giants,Inherited,301890,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,L,BKGR,San Francisco Giants,Inherited,16858,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,XL,BKGR,San Francisco Giants,Inherited,30130,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,XXL,BKGR,San Francisco Giants,Inherited,300903,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD COOP TRIBLEND FLEECE,,MENS,SS TEES,$79.00 ,NoSupplier,$31.50 ,MAJ,$79.00 ,$31.50 ,XXXL,BKGR,San Francisco Giants,Inherited,16278,HOOD COOP TRIBLEND FLEECE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD ECHELON SIRO 1/2 ZIP,,MENS,SS TEES,$115.00 ,NoSupplier,$45.00 ,MAJ,$115.00 ,$45.00 ,S,BLK,San Francisco Giants,Inherited,14606,HOOD ECHELON SIRO 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD ECHELON SIRO 1/2 ZIP,,MENS,SS TEES,$115.00 ,NoSupplier,$45.00 ,MAJ,$115.00 ,$45.00 ,M,BLK,San Francisco Giants,Inherited,44608,HOOD ECHELON SIRO 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD ECHELON SIRO 1/2 ZIP,,MENS,SS TEES,$115.00 ,NoSupplier,$45.00 ,MAJ,$115.00 ,$45.00 ,L,BLK,San Francisco Giants,Inherited,307561,HOOD ECHELON SIRO 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,HOOD ECHELON SIRO 1/2 ZIP,,MENS,SS TEES,$115.00 ,NoSupplier,$45.00 ,MAJ,$115.00 ,$45.00 ,XL,BLK,San Francisco Giants,Inherited,32437,HOOD ECHELON SIRO 1/2 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
